Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΓΡΑΜΜΗΣ,DXF_LAYER,DESCRIPTION_GR,DESCRIPTION_EN
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34867424700008,35.15498663800003,0 33.34870948400004,35.15496647000003,0 33.34877509700004,35.15493660800007,0 33.34884503000006,35.15490422000005,0 33.34895446700006,35.15487851100005,0 33.34899570400006,35.15487909700005,0 33.34904394700004,35.15489644400003,0 33.34909742200006,35.15492253200006,0 33.34918755700005,35.15502351700008,0 33.34903375800008,35.15509630200006,0 33.34890369200008,35.15513462300004,0 33.34879019600004,35.15518301700007,0 33.34867433200003,35.15519272800003,0</coordinates></LinearString></MultiGeometry>",959,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34837245400007,35.15483219800007,0 33.34835107600003,35.15483903300003,0 33.34833100600002,35.15484934300002,0 33.34830703100005,35.15486211700005,0 33.34828501400006,35.15487406300008,0 33.34825358800003,35.15488450000004,0 33.34822073900006,35.15489817900004,0 33.34818406600004,35.15491916200006,0 33.34814935600008,35.15493931600003,0 33.34812299000004,35.15495655300003,0 33.34809870600003,35.15497981900006,0 33.34807347700007,35.15500551400004,0 33.34805322900007,35.15503357500006,0 33.34803837700008,35.15505955900005,0 33.34802414500007,35.15509279700007,0 33.34801141600008,35.15512723000006,0 33.34800548700008,35.15515513100007,0 33.34799864800004,35.15518748000005,0 33.34799433300003,35.15522303000006,0 33.34798777800006,35.15527151500004,0 33.34798456600004,35.15531350800006,0 33.34798385700003,35.15535749000003,0</coordinates></LinearString></MultiGeometry>",960,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34746027800003,35.15484241500008,0 33.34773044000008,35.15482736900003,0 33.34778922000004,35.15499693800007,0 33.34747396100005,35.15501490400004,0</coordinates></LinearString></MultiGeometry>",961,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34634886600003,35.15524066500007,0 33.34635066200008,35.15522824600004,0 33.34637278500003,35.15516631600008,0 33.34642048400008,35.15504241800005,0 33.34652468000007,35.15481871800006,0 33.34652513200007,35.15481629400006,0 33.34652311700006,35.15481389800004,0 33.34651963700003,35.15481232400003,0 33.34643961600006,35.15480635900008,0 33.34642230600008,35.15480372900004,0 33.34627175600008,35.15476911900004,0 33.34626434500007,35.15476839500008,0 33.34625944100003,35.15477006100008,0 33.34624743000006,35.15478873800004,0 33.34619077700006,35.15490788400007,0 33.34618607900006,35.15492164300008,0 33.34617913000005,35.15494792300007,0 33.34616674700004,35.15500248400008,0 33.34612844500003,35.15509885300003,0 33.34609448800006,35.15516090800003,0 33.34605357600003,35.15522021700008,0 33.34595770300007,35.15533755000007,0</coordinates></LinearString></MultiGeometry>",962,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34792659500005,35.15535893000003,0 33.34792492700007,35.15532021700005,0 33.34792630000004,35.15528591100008,0 33.34793205000005,35.15521968500008,0 33.34793428400008,35.15517810900008,0 33.34794696000006,35.15511261500006,0 33.34796781400007,35.15506276500003,0 33.34797732600003,35.15504208500005,0 33.34799405600006,35.15501043200004,0 33.34801188400007,35.15498522400003,0 33.34803460800003,35.15495753900007,0 33.34805785400005,35.15493146200004,0 33.34807636100004,35.15491673300005,0 33.34810563800005,35.15489664000006,0 33.34813344200006,35.15487696600007,0 33.34816279200004,35.15486090600007,0 33.34819263600008,35.15484484000007,0 33.34821815500004,35.15483567900003,0 33.34825844100004,35.15482352900006,0 33.34833289900007,35.15476057000006,0 33.34833121400004,35.15472105600003,0</coordinates></LinearString></MultiGeometry>",963,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34867421900003,35.15491402100003,0 33.34875426800005,35.15487186400003,0 33.34880169300004,35.15485232500004,0 33.34885743200005,35.15483220800007,0 33.34894615100006,35.15481622700003,0 33.34867412900007,35.15469638400003,0</coordinates></LinearString></MultiGeometry>",964,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34932540800003,35.15489962600003,0 33.34925804900007,35.15491115700007,0 33.34921050700007,35.15494238300005,0 33.34917843400007,35.15490518800004,0 33.34910109500004,35.15484759700007,0 33.34904763200007,35.15481609300008,0 33.34894029500003,35.15475551200007,0 33.34867410600003,35.15464078600007,0</coordinates></LinearString></MultiGeometry>",965,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34591589700005,35.15534790400005,0 33.34603400700007,35.15520067800003,0 33.34610465000003,35.15509185800005,0 33.34612132300003,35.15505740800006,0 33.34612978600006,35.15503312600004,0 33.34614093900007,35.15499309200004,0 33.34615472400003,35.15493408300006,0 33.34616402200004,35.15490092400006,0 33.34622821500005,35.15476113600005,0 33.34622762500004,35.15475550000008,0 33.34622606300007,35.15475068000006,0 33.34622006900003,35.15474631200004,0 33.34619471800005,35.15473490400007,0 33.34616629200008,35.15471667700007,0 33.34614020900006,35.15469116900005,0 33.34609349600004,35.15464170700005,0 33.34605028300007,35.15459502900006,0 33.34604682400004,35.15459466500005,0 33.34603412900003,35.15460206100005,0 33.34602881500007,35.15460856900006,0 33.34601631300006,35.15462725000003,0 33.34599659100007,35.15465649100003,0 33.34595733900005,35.15472585300006,0 33.34593672900007,35.15476074800006,0 33.34592723900005,35.15478261900006,0 33.34591726400004,35.15480489800007,0 33.34590782500004,35.15485861400003,0 33.34588240100004,35.15498707900008,0 33.34587625500006,35.15503148800008,0 33.34586854700007,35.15507107800005,0 33.34586524300005,35.15510860300003,0 33.34585965900004,35.15515703800003,0 33.34586001700006,35.15517799700007,0 33.34586108700006,35.15521184800008,0 33.34586613100004,35.15524726800004,0 33.34587461100006,35.15528184400006,0 33.34589534500003,35.15535299500004,0</coordinates></LinearString></MultiGeometry>",966,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34839877400003,35.15457507100007,0 33.34867412900007,35.15469638400003,0</coordinates></LinearString></MultiGeometry>",967,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34784449200004,35.15501505400005,0 33.34765829200006,35.15452592300005,0</coordinates></LinearString></MultiGeometry>",968,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34668111700006,35.15464926600004,0 33.34656617900004,35.15473601400004,0 33.34648503900007,35.15460751100005,0 33.34638151700005,35.15452522200008,0</coordinates></LinearString></MultiGeometry>",969,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34840659700006,35.15451447400005,0 33.34845009300005,35.15454423800003,0 33.34867410600003,35.15464078600007,0</coordinates></LinearString></MultiGeometry>",970,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34651429700006,35.15478859800004,0 33.34652953000006,35.15478520300007,0 33.34654473800003,35.15478019700004,0 33.34655206000008,35.15477568000006,0 33.34655298400003,35.15477204200005,0 33.34655090800004,35.15476601800003,0 33.34650134500004,35.15466658900004,0 33.34647449900007,35.15462576900006,0 33.34641285400005,35.15456921400005,0 33.34637081100004,35.15453380700006,0 33.34635092000008,35.15452435500004,0 33.34631523200005,35.15451427300008,0 33.34625341000003,35.15450448500008,0 33.34623661600006,35.15450306000003,0 33.34611239500003,35.15450686800006,0 33.34606339000004,35.15452515200008,0 33.34606049300004,35.15452881100003,0 33.34605715300006,35.15453529800004,0 33.34605726200005,35.15454174600006,0 33.34605684500008,35.15454618500007,0 33.34606250400003,35.15455982500004,0 33.34617288300007,35.15468379200007,0 33.34620098400006,35.15470859800007,0 33.34629413700003,35.15475113200006,0 33.34636850100003,35.15477288100004,0 33.34637639900006,35.15477319700005,0 33.34651429700006,35.15478859800004,0</coordinates></LinearString></MultiGeometry>",971,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34638151700005,35.15452522200008,0 33.34637402900006,35.15452006600003,0 33.34634224500007,35.15450752300006,0 33.34631744200004,35.15449933400004,0 33.34631566300004,35.15449912900004,0</coordinates></LinearString></MultiGeometry>",972,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34631566300004,35.15449912900004,0 33.34628581100003,35.15449565800003,0 33.34619366600003,35.15448762900007,0</coordinates></LinearString></MultiGeometry>",973,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34619366600003,35.15448762900007,0 33.34607680100004,35.15447744500006,0</coordinates></LinearString></MultiGeometry>",974,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.34603136900006,35.15446948400006,0 33.34602623800004,35.15451549000005,0 33.34601961300007,35.15456070800008,0 33.34600777000003,35.15458905400004,0 33.34597650500007,35.15463535200007,0 33.34594340700005,35.15468973100008,0 33.34591898400004,35.15473232700003,0 33.34590083400008,35.15476678900006,0 33.34588991200008,35.15479149800007,0 33.34588526500005,35.15480807600005,0 33.34583462400008,35.15507709400004,0 33.34583220900004,35.15510896600006,0 33.34583118600006,35.15519363100003,0 33.34583115500004,35.15522064200007,0 33.34586358900003,35.15536086000003,0</coordinates></LinearString></MultiGeometry>",975,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35157805600005,35.16492973500004,0 33.35172511600007,35.16490529200007,0</coordinates></LinearString></MultiGeometry>",976,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35171020700005,35.16489184800003,0 33.35156768800005,35.16491021900004,0</coordinates></LinearString></MultiGeometry>",977,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35156077600004,35.16489721000005,0 33.35168048700007,35.16488195200003,0 33.35169671500006,35.16487968200005,0</coordinates></LinearString></MultiGeometry>",978,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35168337300007,35.16486765100007,0 33.35160598600004,35.16487790500003,0</coordinates></LinearString></MultiGeometry>",979,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35166901800005,35.16485470600003,0 33.35160598600004,35.16487790500003,0</coordinates></LinearString></MultiGeometry>",980,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35169335500007,35.16498206400007,0 33.35160311600004,35.16499434800005,0</coordinates></LinearString></MultiGeometry>",981,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.35169335500007,35.16498206400007,0 33.35165408200004,35.16510496500007,0</coordinates></LinearString></MultiGeometry>",982,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35172511600007,35.16490529200007,0 33.35171020700005,35.16489184800003,0</coordinates></LinearString></MultiGeometry>",983,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35171020700005,35.16489184800003,0 33.35169671500006,35.16487968200005,0</coordinates></LinearString></MultiGeometry>",984,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35169671500006,35.16487968200005,0 33.35168337300007,35.16486765100007,0</coordinates></LinearString></MultiGeometry>",985,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35168337300007,35.16486765100007,0 33.35166901800005,35.16485470600003,0</coordinates></LinearString></MultiGeometry>",986,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.35166901800005,35.16485470600003,0 33.35157518600005,35.16477009800008,0</coordinates></LinearString></MultiGeometry>",987,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.35431914700007,35.15984668500005,0 33.35427740500006,35.15974491100008,0</coordinates></LinearString></MultiGeometry>",988,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35632203300003,35.15971504100003,0 33.35606532700007,35.15977096400007,0</coordinates></LinearString></MultiGeometry>",989,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.35431695100004,35.15971506100004,0 33.35432526700004,35.15973415100007,0 33.35444805500003,35.15990583800004,0</coordinates></LinearString></MultiGeometry>",990,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35514975500007,35.15964714200004,0 33.35519663100007,35.15970609000004,0 33.35524464900004,35.15976342700003,0 33.35529283100004,35.15981472500005,0 33.35535407600003,35.15987312900006,0 33.35542307600008,35.15993531600003,0 33.35554716500008,35.16003725700006,0</coordinates></LinearString></MultiGeometry>",991,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
